split,class_name,video_path,video_id,fps_original,frame_count,duration_seconds,width,height
test,normal,data/test/normal/shop_lifter_n_0_1.mp4,test__normal__shop_lifter_n_0_1,25.0,450,18.0,704,576
test,normal,data/test/normal/shop_lifter_n_10.mp4,test__normal__shop_lifter_n_10,25.0,475,19.0,704,576
test,normal,data/test/normal/shop_lifter_n_106.mp4,test__normal__shop_lifter_n_106,25.0,275,11.0,704,576
test,normal,data/test/normal/shop_lifter_n_108.mp4,test__normal__shop_lifter_n_108,25.0,150,6.0,704,576
test,normal,data/test/normal/shop_lifter_n_12.mp4,test__normal__shop_lifter_n_12,25.0,400,16.0,704,576
test,normal,data/test/normal/shop_lifter_n_122.mp4,test__normal__shop_lifter_n_122,25.0,200,8.0,704,576
test,normal,data/test/normal/shop_lifter_n_125.mp4,test__normal__shop_lifter_n_125,25.0,275,11.0,704,576
test,normal,data/test/normal/shop_lifter_n_13.mp4,test__normal__shop_lifter_n_13,25.0,1850,74.0,704,576
test,normal,data/test/normal/shop_lifter_n_131.mp4,test__normal__shop_lifter_n_131,25.0,325,13.0,704,576
test,normal,data/test/normal/shop_lifter_n_134.mp4,test__normal__shop_lifter_n_134,25.0,400,16.0,704,576
test,normal,data/test/normal/shop_lifter_n_140.mp4,test__normal__shop_lifter_n_140,25.0,325,13.0,704,576
test,normal,data/test/normal/shop_lifter_n_141.mp4,test__normal__shop_lifter_n_141,25.0,375,15.0,704,576
test,normal,data/test/normal/shop_lifter_n_156.mp4,test__normal__shop_lifter_n_156,25.0,200,8.0,704,576
test,normal,data/test/normal/shop_lifter_n_163.mp4,test__normal__shop_lifter_n_163,25.0,350,14.0,704,576
test,normal,data/test/normal/shop_lifter_n_168.mp4,test__normal__shop_lifter_n_168,25.0,350,14.0,704,576
test,normal,data/test/normal/shop_lifter_n_178.mp4,test__normal__shop_lifter_n_178,25.0,525,21.0,704,576
test,normal,data/test/normal/shop_lifter_n_18.mp4,test__normal__shop_lifter_n_18,25.0,350,14.0,704,576
test,normal,data/test/normal/shop_lifter_n_181.mp4,test__normal__shop_lifter_n_181,25.0,275,11.0,704,576
test,normal,data/test/normal/shop_lifter_n_189.mp4,test__normal__shop_lifter_n_189,25.0,200,8.0,704,576
test,normal,data/test/normal/shop_lifter_n_196.mp4,test__normal__shop_lifter_n_196,25.0,250,10.0,704,576
test,normal,data/test/normal/shop_lifter_n_204.mp4,test__normal__shop_lifter_n_204,25.0,400,16.0,704,576
test,normal,data/test/normal/shop_lifter_n_206.mp4,test__normal__shop_lifter_n_206,25.0,650,26.0,704,576
test,normal,data/test/normal/shop_lifter_n_39.mp4,test__normal__shop_lifter_n_39,25.0,300,12.0,704,576
test,normal,data/test/normal/shop_lifter_n_44.mp4,test__normal__shop_lifter_n_44,25.0,900,36.0,704,576
test,normal,data/test/normal/shop_lifter_n_46.mp4,test__normal__shop_lifter_n_46,25.0,375,15.0,704,576
test,normal,data/test/normal/shop_lifter_n_49.mp4,test__normal__shop_lifter_n_49,25.0,400,16.0,704,576
test,normal,data/test/normal/shop_lifter_n_59.mp4,test__normal__shop_lifter_n_59,25.0,200,8.0,704,576
test,normal,data/test/normal/shop_lifter_n_68.mp4,test__normal__shop_lifter_n_68,25.0,450,18.0,704,576
test,normal,data/test/normal/shop_lifter_n_7.mp4,test__normal__shop_lifter_n_7,25.0,450,18.0,704,576
test,normal,data/test/normal/shop_lifter_n_71.mp4,test__normal__shop_lifter_n_71,25.0,400,16.0,704,576
test,normal,data/test/normal/shop_lifter_n_72.mp4,test__normal__shop_lifter_n_72,25.0,450,18.0,704,576
test,normal,data/test/normal/shop_lifter_n_90.mp4,test__normal__shop_lifter_n_90,25.0,225,9.0,704,576
test,normal,data/test/normal/shop_lifter_n_99.mp4,test__normal__shop_lifter_n_99,25.0,400,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_0.mp4,train__hurto_simulado__shop_lifter_0,24.75,322,13.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_1.mp4,train__hurto_simulado__shop_lifter_1,24.75,223,9.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_10.mp4,train__hurto_simulado__shop_lifter_10,24.75,347,14.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_100.mp4,train__hurto_simulado__shop_lifter_100,25.0,350,14.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_104.mp4,train__hurto_simulado__shop_lifter_104,25.0,350,14.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_11.mp4,train__hurto_simulado__shop_lifter_11,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_110.mp4,train__hurto_simulado__shop_lifter_110,25.0,525,21.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_111.mp4,train__hurto_simulado__shop_lifter_111,25.0,475,19.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_115.mp4,train__hurto_simulado__shop_lifter_115,25.0,400,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_116.mp4,train__hurto_simulado__shop_lifter_116,25.0,375,15.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_12.mp4,train__hurto_simulado__shop_lifter_12,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_13.mp4,train__hurto_simulado__shop_lifter_13,24.75,322,13.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_15.mp4,train__hurto_simulado__shop_lifter_15,24.75,421,17.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_16.mp4,train__hurto_simulado__shop_lifter_16,24.75,495,20.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_18.mp4,train__hurto_simulado__shop_lifter_18,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_2.mp4,train__hurto_simulado__shop_lifter_2,24.75,174,7.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_20.mp4,train__hurto_simulado__shop_lifter_20,24.75,446,18.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_21.mp4,train__hurto_simulado__shop_lifter_21,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_22.mp4,train__hurto_simulado__shop_lifter_22,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_23.mp4,train__hurto_simulado__shop_lifter_23,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_24.mp4,train__hurto_simulado__shop_lifter_24,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_25.mp4,train__hurto_simulado__shop_lifter_25,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_26.mp4,train__hurto_simulado__shop_lifter_26,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_27.mp4,train__hurto_simulado__shop_lifter_27,24.75,471,19.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_28.mp4,train__hurto_simulado__shop_lifter_28,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_29.mp4,train__hurto_simulado__shop_lifter_29,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_3.mp4,train__hurto_simulado__shop_lifter_3,24.75,198,8.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_31.mp4,train__hurto_simulado__shop_lifter_31,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_33.mp4,train__hurto_simulado__shop_lifter_33,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_34.mp4,train__hurto_simulado__shop_lifter_34,24.75,223,9.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_35.mp4,train__hurto_simulado__shop_lifter_35,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_36.mp4,train__hurto_simulado__shop_lifter_36,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_37.mp4,train__hurto_simulado__shop_lifter_37,24.75,495,20.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_39.mp4,train__hurto_simulado__shop_lifter_39,24.75,570,23.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_4.mp4,train__hurto_simulado__shop_lifter_4,24.75,174,7.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_41.mp4,train__hurto_simulado__shop_lifter_41,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_42.mp4,train__hurto_simulado__shop_lifter_42,24.75,421,17.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_43.mp4,train__hurto_simulado__shop_lifter_43,24.75,421,17.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_45.mp4,train__hurto_simulado__shop_lifter_45,24.75,396,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_47.mp4,train__hurto_simulado__shop_lifter_47,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_48.mp4,train__hurto_simulado__shop_lifter_48,24.75,322,13.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_5.mp4,train__hurto_simulado__shop_lifter_5,24.75,446,18.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_50.mp4,train__hurto_simulado__shop_lifter_50,24.75,446,18.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_52.mp4,train__hurto_simulado__shop_lifter_52,24.75,223,9.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_53.mp4,train__hurto_simulado__shop_lifter_53,24.75,372,15.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_57.mp4,train__hurto_simulado__shop_lifter_57,24.75,198,8.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_59.mp4,train__hurto_simulado__shop_lifter_59,24.75,198,8.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_6.mp4,train__hurto_simulado__shop_lifter_6,24.75,273,11.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_60.mp4,train__hurto_simulado__shop_lifter_60,24.75,174,7.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_61.mp4,train__hurto_simulado__shop_lifter_61,24.75,198,8.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_62.mp4,train__hurto_simulado__shop_lifter_62,24.75,174,7.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_63.mp4,train__hurto_simulado__shop_lifter_63,24.75,223,9.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_65.mp4,train__hurto_simulado__shop_lifter_65,24.75,248,10.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_69.mp4,train__hurto_simulado__shop_lifter_69,24.75,198,8.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_70.mp4,train__hurto_simulado__shop_lifter_70,24.75,223,9.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_71.mp4,train__hurto_simulado__shop_lifter_71,24.75,248,10.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_74.mp4,train__hurto_simulado__shop_lifter_74,24.75,174,7.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_75.mp4,train__hurto_simulado__shop_lifter_75,24.75,248,10.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_76.mp4,train__hurto_simulado__shop_lifter_76,24.75,248,10.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_78.mp4,train__hurto_simulado__shop_lifter_78,24.75,273,11.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_79.mp4,train__hurto_simulado__shop_lifter_79,24.75,273,11.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_8.mp4,train__hurto_simulado__shop_lifter_8,24.75,322,13.010101,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_81.mp4,train__hurto_simulado__shop_lifter_81,24.75,248,10.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_83.mp4,train__hurto_simulado__shop_lifter_83,24.75,273,11.030303,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_84.mp4,train__hurto_simulado__shop_lifter_84,24.75,248,10.020202,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_85.mp4,train__hurto_simulado__shop_lifter_85,25.0,425,17.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_86.mp4,train__hurto_simulado__shop_lifter_86,25.0,325,13.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_88.mp4,train__hurto_simulado__shop_lifter_88,25.0,350,14.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_89.mp4,train__hurto_simulado__shop_lifter_89,25.0,500,20.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_90.mp4,train__hurto_simulado__shop_lifter_90,25.0,425,17.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_91.mp4,train__hurto_simulado__shop_lifter_91,25.0,525,21.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_92.mp4,train__hurto_simulado__shop_lifter_92,25.0,375,15.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_93.mp4,train__hurto_simulado__shop_lifter_93,25.0,375,15.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_96.mp4,train__hurto_simulado__shop_lifter_96,25.0,325,13.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_98.mp4,train__hurto_simulado__shop_lifter_98,25.0,400,16.0,704,576
train,hurto_simulado,data/train/hurto_simulado/shop_lifter_99.mp4,train__hurto_simulado__shop_lifter_99,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_1.mp4,train__normal__shop_lifter_n_1,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_100.mp4,train__normal__shop_lifter_n_100,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_101.mp4,train__normal__shop_lifter_n_101,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_102.mp4,train__normal__shop_lifter_n_102,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_104.mp4,train__normal__shop_lifter_n_104,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_105.mp4,train__normal__shop_lifter_n_105,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_107.mp4,train__normal__shop_lifter_n_107,25.0,175,7.0,704,576
train,normal,data/train/normal/shop_lifter_n_109.mp4,train__normal__shop_lifter_n_109,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_110.mp4,train__normal__shop_lifter_n_110,25.0,175,7.0,704,576
train,normal,data/train/normal/shop_lifter_n_111.mp4,train__normal__shop_lifter_n_111,25.0,150,6.0,704,576
train,normal,data/train/normal/shop_lifter_n_112.mp4,train__normal__shop_lifter_n_112,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_113.mp4,train__normal__shop_lifter_n_113,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_114.mp4,train__normal__shop_lifter_n_114,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_115.mp4,train__normal__shop_lifter_n_115,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_116.mp4,train__normal__shop_lifter_n_116,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_118.mp4,train__normal__shop_lifter_n_118,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_119.mp4,train__normal__shop_lifter_n_119,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_120.mp4,train__normal__shop_lifter_n_120,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_121.mp4,train__normal__shop_lifter_n_121,25.0,225,9.0,704,576
train,normal,data/train/normal/shop_lifter_n_123.mp4,train__normal__shop_lifter_n_123,25.0,200,8.0,704,576
train,normal,data/train/normal/shop_lifter_n_124.mp4,train__normal__shop_lifter_n_124,25.0,200,8.0,704,576
train,normal,data/train/normal/shop_lifter_n_126.mp4,train__normal__shop_lifter_n_126,25.0,200,8.0,704,576
train,normal,data/train/normal/shop_lifter_n_127.mp4,train__normal__shop_lifter_n_127,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_130.mp4,train__normal__shop_lifter_n_130,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_132.mp4,train__normal__shop_lifter_n_132,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_133.mp4,train__normal__shop_lifter_n_133,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_135.mp4,train__normal__shop_lifter_n_135,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_137.mp4,train__normal__shop_lifter_n_137,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_138.mp4,train__normal__shop_lifter_n_138,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_139.mp4,train__normal__shop_lifter_n_139,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_14.mp4,train__normal__shop_lifter_n_14,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_142.mp4,train__normal__shop_lifter_n_142,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_143.mp4,train__normal__shop_lifter_n_143,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_144.mp4,train__normal__shop_lifter_n_144,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_145.mp4,train__normal__shop_lifter_n_145,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_147.mp4,train__normal__shop_lifter_n_147,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_148.mp4,train__normal__shop_lifter_n_148,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_149.mp4,train__normal__shop_lifter_n_149,25.0,225,9.0,704,576
train,normal,data/train/normal/shop_lifter_n_15.mp4,train__normal__shop_lifter_n_15,25.0,550,22.0,704,576
train,normal,data/train/normal/shop_lifter_n_150.mp4,train__normal__shop_lifter_n_150,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_151.mp4,train__normal__shop_lifter_n_151,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_152.mp4,train__normal__shop_lifter_n_152,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_153.mp4,train__normal__shop_lifter_n_153,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_154.mp4,train__normal__shop_lifter_n_154,25.0,225,9.0,704,576
train,normal,data/train/normal/shop_lifter_n_155.mp4,train__normal__shop_lifter_n_155,25.0,125,5.0,704,576
train,normal,data/train/normal/shop_lifter_n_157.mp4,train__normal__shop_lifter_n_157,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_158.mp4,train__normal__shop_lifter_n_158,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_160.mp4,train__normal__shop_lifter_n_160,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_161.mp4,train__normal__shop_lifter_n_161,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_162.mp4,train__normal__shop_lifter_n_162,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_164.mp4,train__normal__shop_lifter_n_164,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_165.mp4,train__normal__shop_lifter_n_165,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_166.mp4,train__normal__shop_lifter_n_166,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_167.mp4,train__normal__shop_lifter_n_167,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_169.mp4,train__normal__shop_lifter_n_169,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_170.mp4,train__normal__shop_lifter_n_170,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_172.mp4,train__normal__shop_lifter_n_172,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_173.mp4,train__normal__shop_lifter_n_173,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_174.mp4,train__normal__shop_lifter_n_174,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_175.mp4,train__normal__shop_lifter_n_175,25.0,450,18.0,704,576
train,normal,data/train/normal/shop_lifter_n_176.mp4,train__normal__shop_lifter_n_176,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_177.mp4,train__normal__shop_lifter_n_177,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_179.mp4,train__normal__shop_lifter_n_179,25.0,150,6.0,704,576
train,normal,data/train/normal/shop_lifter_n_180.mp4,train__normal__shop_lifter_n_180,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_182.mp4,train__normal__shop_lifter_n_182,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_184.mp4,train__normal__shop_lifter_n_184,25.0,300,12.0,704,576
train,normal,data/train/normal/shop_lifter_n_185.mp4,train__normal__shop_lifter_n_185,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_186.mp4,train__normal__shop_lifter_n_186,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_187.mp4,train__normal__shop_lifter_n_187,25.0,225,9.0,704,576
train,normal,data/train/normal/shop_lifter_n_190.mp4,train__normal__shop_lifter_n_190,25.0,200,8.0,704,576
train,normal,data/train/normal/shop_lifter_n_191.mp4,train__normal__shop_lifter_n_191,25.0,175,7.0,704,576
train,normal,data/train/normal/shop_lifter_n_192.mp4,train__normal__shop_lifter_n_192,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_193.mp4,train__normal__shop_lifter_n_193,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_194.mp4,train__normal__shop_lifter_n_194,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_195.mp4,train__normal__shop_lifter_n_195,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_197.mp4,train__normal__shop_lifter_n_197,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_198.mp4,train__normal__shop_lifter_n_198,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_199.mp4,train__normal__shop_lifter_n_199,25.0,375,15.0,704,576
train,normal,data/train/normal/shop_lifter_n_2.mp4,train__normal__shop_lifter_n_2,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_20.mp4,train__normal__shop_lifter_n_20,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_201.mp4,train__normal__shop_lifter_n_201,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_202.mp4,train__normal__shop_lifter_n_202,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_203.mp4,train__normal__shop_lifter_n_203,25.0,500,20.0,704,576
train,normal,data/train/normal/shop_lifter_n_205.mp4,train__normal__shop_lifter_n_205,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_207.mp4,train__normal__shop_lifter_n_207,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_208.mp4,train__normal__shop_lifter_n_208,25.0,475,19.0,704,576
train,normal,data/train/normal/shop_lifter_n_209.mp4,train__normal__shop_lifter_n_209,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_21.mp4,train__normal__shop_lifter_n_21,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_210.mp4,train__normal__shop_lifter_n_210,25.0,500,20.0,704,576
train,normal,data/train/normal/shop_lifter_n_211.mp4,train__normal__shop_lifter_n_211,25.0,400,16.0,704,576
train,normal,data/train/normal/shop_lifter_n_212.mp4,train__normal__shop_lifter_n_212,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_214.mp4,train__normal__shop_lifter_n_214,25.0,325,13.0,704,576
train,normal,data/train/normal/shop_lifter_n_215.mp4,train__normal__shop_lifter_n_215,25.0,75,3.0,704,576
train,normal,data/train/normal/shop_lifter_n_217.mp4,train__normal__shop_lifter_n_217,25.0,250,10.0,704,576
train,normal,data/train/normal/shop_lifter_n_218.mp4,train__normal__shop_lifter_n_218,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_22.mp4,train__normal__shop_lifter_n_22,25.0,425,17.0,704,576
train,normal,data/train/normal/shop_lifter_n_23.mp4,train__normal__shop_lifter_n_23,25.0,350,14.0,704,576
train,normal,data/train/normal/shop_lifter_n_24.mp4,train__normal__shop_lifter_n_24,25.0,275,11.0,704,576
train,normal,data/train/normal/shop_lifter_n_25.mp4,train__normal__shop_lifter_n_25,25.0,400,16.0,704,576
